Address,Latitude,Longitude,Neighborhood
"2134 Brownsville Road Pittsburgh, PA ",40.386932,-79.982947,Carrick
"219 4th Avenue Pittsburgh, PA ",39.78373,-100.445882,
"2031 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"2525 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"6425 Penn  Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"307 North Avenue Pittsburgh, PA ",39.78373,-100.445882,
"2801 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"4903 Baum Boulevard Pittsburgh, PA ",40.454057,-79.949853,North Oakland
"220 5th Avenue Pittsburgh, PA ",40.454898,-79.911439,Larimer
"109 California Avenue Pittsburgh, PA ",40.462902,-80.031429,Marshall-Shadeland
"1703 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"201 South Hills Village Pittsburgh, PA ",39.78373,-100.445882,
"134 Highland Avenue Pittsburgh, PA ",39.78373,-100.445882,
"1110 Braddock Avenue Pittsburgh, PA ",40.427226,-79.890789,Swisshelm Park
"1060 Settlers Ridge Center Drive Pittsburgh, PA ",39.78373,-100.445882,
"124 6th Street Pittsburgh, PA ",40.442802,-80.002193,Downtown
"633 Smithfield Street Pittsburgh, PA ",40.435636,-80.00166,South Shore
"7232 Hamilton  Avenue Pittsburgh, PA ",40.454121,-79.895196,Homewood South
"2795 Water Street Pittsburgh, PA ",39.78373,-100.445882,
"410 1st Avenue Pittsburgh, PA ",39.78373,-100.445882,
"454 Home Drive Pittsburgh, PA ",39.78373,-100.445882,
"2885 West Liberty  Avenue Pittsburgh, PA ",40.413791,-80.009759,Beltzhoover
"625 Liberty Avenue Pittsburgh, PA ",40.442455,-80.000938,Downtown
"1304 Forbes Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"1830 Carson  Street Pittsburgh, PA ",39.78373,-100.445882,
"3435 Universal Road Pittsburgh, PA ",39.78373,-100.445882,
"971 Ohio River Boulevard Pittsburgh, PA ",40.448877,-80.017796,Chateau
"1818 Morningside Avenue Pittsburgh, PA ",40.486736,-79.926623,Morningside
"109 Brookline Boulevard Pittsburgh, PA ",40.393799,-80.020051,Brookline
"16 Southern  Avenue Pittsburgh, PA ",40.428882,-80.007332,Mount Washington
"120 Oakland Avenue Pittsburgh, PA ",40.441705,-79.957343,Central Oakland
"540 Rodi Road Pittsburgh, PA ",39.78373,-100.445882,
"27 Brilliant Avenue Pittsburgh, PA ",40.490965,-79.900699,Lincoln-Lemington-Belmar
"5504 Centre  Avenue Pittsburgh, PA ",40.46015,-79.924354,East Liberty
"1916 Smallman Street Pittsburgh, PA ",40.449673,-79.98788,Strip District
"4624 Liberty  Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"329 Castle Shannon  Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"225 Commericial  Avenue Pittsburgh, PA ",39.78373,-100.445882,
"6014 Centre Avenue Pittsburgh, PA ",40.46015,-79.924354,East Liberty
"3324 Babcock Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"1635 W Carson Street Pittsburgh, PA ",40.445745,-80.030296,Elliott
"1162 Brookline Boulevard Pittsburgh, PA ",40.393799,-80.020051,Brookline
"401 Perry Highway Pittsburgh, PA ",40.49831,-80.020311,Perry North
"2966 Chartiers Avenue Pittsburgh, PA ",40.458192,-80.070787,Chartiers City
"93 16th Street Pittsburgh, PA ",40.448514,-79.98719,Strip District
"100 5th Avenue Pittsburgh, PA ",40.455839,-79.910449,Larimer
"109 Curry Hollow Road Pittsburgh, PA ",39.78373,-100.445882,
"211 Forbes Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"599 Dorseyville Road Pittsburgh, PA ",39.78373,-100.445882,
"632 Washington Road Pittsburgh, PA ",39.78373,-100.445882,
"11752 Frankstown  Road Pittsburgh, PA ",40.459808,-79.873891,East Hills
"436 Market Street Pittsburgh, PA ",40.437897,-80.004426,Downtown
"2021 Mt Troy Road Pittsburgh, PA ",40.4752,-79.986857,Spring Garden
"5875 Forbes  Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"2725 Freeport  Road Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
"6229 Saltsburg Road Pittsburgh, PA ",39.78373,-100.445882,
"1230 Grandview  Avenue Pittsburgh, PA ",40.43155,-80.006613,Mount Washington
"911 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"616 South  Avenue Pittsburgh, PA ",39.78373,-100.445882,
"1100 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"1124 Park Manor Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"2407 Wylie  Avenue Pittsburgh, PA ",40.44592,-79.976839,Middle Hill
"1908 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"16 Brilliant Avenue Pittsburgh, PA ",40.490965,-79.900699,Lincoln-Lemington-Belmar
"1603 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"1513 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"321 Bigham Street Pittsburgh, PA ",40.429938,-80.017803,Mount Washington
"3511 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"5432 Campbells Run Road Pittsburgh, PA ",39.78373,-100.445882,
"125 W Station Square Drive Pittsburgh, PA ",40.437824,-80.013036,South Shore
"242 Station Square Drive Pittsburgh, PA ",40.434957,-80.00761,South Shore
"1925 E Carson Street Pittsburgh, PA ",40.428772,-79.978087,South Side Flats
"2224 Carson  Street Pittsburgh, PA ",39.78373,-100.445882,
"5100 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"3105 Banksville Road Pittsburgh, PA ",40.407271,-80.033854,Banksville
"550 Butler  Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"4060 Brownsville Road Pittsburgh, PA ",40.386932,-79.982947,Carrick
"1525 5th  Avenue Pittsburgh, PA ",40.454898,-79.911439,Larimer
"845 Ridge Avenue Pittsburgh, PA ",40.450064,-80.015479,Allegheny West
"825 Freeport Road Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
"4744 Liberty  Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"320 North  Avenue Pittsburgh, PA ",39.78373,-100.445882,
"1922 E Carson Street Pittsburgh, PA ",40.428344,-79.978188,South Side Flats
"5840 Buttermilk Hollow Road Pittsburgh, PA ",40.362301,-79.907588,Lincoln Place
"1900 Murray Avenue Pittsburgh, PA ",40.435914,-79.923048,Squirrel Hill South
"1206 Arlington Avenue Pittsburgh, PA ",40.417605,-79.971344,Arlington
"60 Federal  Drive Pittsburgh, PA ",39.78373,-100.445882,
"60 Federal Drive Pittsburgh, PA ",39.78373,-100.445882,
"1320 Centre Avenue Pittsburgh, PA ",40.440127,-79.987894,Downtown
"546 Brookline Boulevard Pittsburgh, PA ",40.393799,-80.020051,Brookline
"2737 Carson  Street Pittsburgh, PA ",39.78373,-100.445882,
"510 W Station Square Drive Pittsburgh, PA ",40.433681,-80.00486,South Shore
"8 Market  Square Pittsburgh, PA ",40.440733,-80.002558,Downtown
"100 Lytton  Avenue Pittsburgh, PA ",40.446328,-79.955535,North Oakland
"907 Freeport  Road Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
"3630 Library Road Pittsburgh, PA ",40.3787,-80.002225,Overbrook
"301 E Carson Street Pittsburgh, PA ",40.427444,-79.968377,South Side Flats
"430 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"979 Greentree Road Pittsburgh, PA ",40.435363,-80.033893,West End
"130 Brownsville  Road Pittsburgh, PA ",40.386932,-79.982947,Carrick
"535 Liberty Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"350 W Station Square Dock Drive Pittsburgh, PA ",39.78373,-100.445882,
"260 North Shore Drive Pittsburgh, PA ",40.446694,-80.009089,North Shore
"720 Blaw  Avenue Pittsburgh, PA ",39.78373,-100.445882,
"964 Perry Highway Pittsburgh, PA ",40.49831,-80.020311,Perry North
"315 Camp Horne Road Pittsburgh, PA ",39.78373,-100.445882,
"4907 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"960 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"5109 Neville Road Pittsburgh, PA ",39.78373,-100.445882,
"5442 Walnut Street Pittsburgh, PA ",40.451842,-79.931651,Shadyside
"4115 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"1100 Canal Street Pittsburgh, PA ",39.78373,-100.445882,
"709 Bellefonte Street Pittsburgh, PA ",40.453057,-79.934931,Shadyside
"10 Sherman Street Pittsburgh, PA ",39.78373,-100.445882,
"1110 Federal Street Pittsburgh, PA ",40.449763,-80.004709,Allegheny Center
"1429 Potomac Avenue Pittsburgh, PA ",40.403336,-80.040739,Banksville
"4806 Liberty  Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"5800 Forbes Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"2625 Brownsville  Road Pittsburgh, PA ",40.386932,-79.982947,Carrick
"565 Lincoln Avenue Pittsburgh, PA ",40.464496,-79.899624,Homewood West
"5147 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"2132 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"607 Braddock Avenue Pittsburgh, PA ",40.427226,-79.890789,Swisshelm Park
"1501 Reedsdale Street Pittsburgh, PA ",40.448009,-80.017809,North Shore
"3285 West Liberty Avenue Pittsburgh, PA ",40.413791,-80.009759,Beltzhoover
"5837 Forbes Avenue Pittsburgh, PA ",40.438194,-79.921556,Squirrel Hill South
"1027 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"1209 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"216 Highland Avenue Pittsburgh, PA ",39.78373,-100.445882,
"6277 Saltsburg Road Pittsburgh, PA ",39.78373,-100.445882,
"1870 Painters Run Road Pittsburgh, PA ",39.78373,-100.445882,
"6290 Broad  Street Pittsburgh, PA ",40.460418,-79.919408,Larimer
"3200 Saw Mill Run  Boulevard Pittsburgh, PA ",40.384054,-79.995424,Overbrook
"4734 Liberty  Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"1035 Freeport  Road Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
"5601 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"5981 Baptist  Road Pittsburgh, PA ",39.78373,-100.445882,
"4121 Main Street Pittsburgh, PA ",40.465213,-79.954414,Central Lawrenceville
"808 Liberty Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"1110 Park Manor Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"6513 Steubenville Pike Pittsburgh, PA ",40.44048,-80.080523,Fairywood
"208 Craig Street Pittsburgh, PA ",39.78373,-100.445882,
"4517 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"3519 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"325 Camp Horne Road Pittsburgh, PA ",39.78373,-100.445882,
"5819 Forbes Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"3001 West Liberty Avenue Pittsburgh, PA ",40.413791,-80.009759,Beltzhoover
"3505 Perrysville Avenue Pittsburgh, PA ",40.490136,-80.018487,Perry North
"2210 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"2108 Carson  Street Pittsburgh, PA ",39.78373,-100.445882,
"524 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"808 Main Street Pittsburgh, PA ",40.46458,-79.953733,Central Lawrenceville
"1500 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"147 Julius Street Pittsburgh, PA ",40.458254,-79.911671,Larimer
"1611 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"1001 Liberty Avenue Pittsburgh, PA ",40.444455,-79.994188,Downtown
"417 Old Abers Creek  Road Pittsburgh, PA ",39.78373,-100.445882,
"5840 Forward Avenue Pittsburgh, PA ",40.429188,-79.924443,Squirrel Hill South
"3448 Wm Penn Highway Pittsburgh, PA ",39.78373,-100.445882,
"5800 Grand Avenue Pittsburgh, PA ",40.474992,-80.025279,Marshall-Shadeland
"9030 St Simon Way Pittsburgh, PA ",39.78373,-100.445882,
"5430 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"7317 McKnight  Road Pittsburgh, PA ",40.496065,-80.012221,Summer Hill
"242 Forbes Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"3050 Churchview  Avenue Pittsburgh, PA ",40.38416,-79.957307,Carrick
"823 Warrington Avenue Pittsburgh, PA ",39.78373,-100.445882,
"604 Tulip Road Pittsburgh, PA ",39.78373,-100.445882,
"111 Smithfield Street Pittsburgh, PA ",40.437631,-80.000531,Downtown
"13 Pride Street Pittsburgh, PA ",40.438116,-79.985089,Bluff
"1400 Radford  Road Pittsburgh, PA ",39.78373,-100.445882,
"7707 McKnight Road Pittsburgh, PA ",40.496065,-80.012221,Summer Hill
"2900 Bedford Avenue Pittsburgh, PA ",40.452882,-79.964934,Upper Hill
"3806 Acorn Street Pittsburgh, PA ",40.426042,-79.948978,Greenfield
"5002 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"2138 Murray Avenue Pittsburgh, PA ",40.432294,-79.923158,Squirrel Hill South
"10 Smithfield Street Pittsburgh, PA ",40.436974,-80.000445,Downtown
"1229 Jefferson Heights  Road Pittsburgh, PA ",39.78373,-100.445882,
"6302 Robinson Center Drive Pittsburgh, PA ",39.78373,-100.445882,
"5832 Forward Avenue Pittsburgh, PA ",40.429188,-79.924443,Squirrel Hill South
"9101 Perry  Highway Pittsburgh, PA ",40.49831,-80.020311,Perry North
"1224 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"1224 Carson  Street Pittsburgh, PA ",39.78373,-100.445882,
"3410 Wm Penn Highway Pittsburgh, PA ",39.78373,-100.445882,
"2010 Wharton Street Pittsburgh, PA ",40.43039,-79.977445,South Side Flats
"3420 Wm Penn  Highway Pittsburgh, PA ",39.78373,-100.445882,
"3610 5th  Avenue Pittsburgh, PA ",40.454898,-79.911439,Larimer
"125 7th Street Pittsburgh, PA ",40.443893,-80.000322,Downtown
"1704 Shady Avenue Pittsburgh, PA ",40.427089,-79.923104,Squirrel Hill South
"5422 Baum Boulevard Pittsburgh, PA ",40.456987,-79.937453,Friendship
"433 Point State Park/ Commonwealth  Place Pittsburgh, PA ",39.78373,-100.445882,
"5843 Brownsville Road Pittsburgh, PA ",40.386932,-79.982947,Carrick
"1100 Braddock Avenue Pittsburgh, PA ",40.427226,-79.890789,Swisshelm Park
"940 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"2622 Brownsville Road Pittsburgh, PA ",40.386932,-79.982947,Carrick
"700 Providence  Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"439 Washington  Road Pittsburgh, PA ",39.78373,-100.445882,
"875 Greentree Road Pittsburgh, PA ",40.435363,-80.033893,West End
"503 Lincoln  Avenue Pittsburgh, PA ",40.464496,-79.899624,Homewood West
"4306 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"5900 Penn  Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"145 McMurray  Road Pittsburgh, PA ",39.78373,-100.445882,
"1256 Evergreen Avenue Pittsburgh, PA ",39.78373,-100.445882,
"5986 Centre  Avenue Pittsburgh, PA ",40.46015,-79.924354,East Liberty
"1820 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"807 Wallace Avenue Pittsburgh, PA ",39.78373,-100.445882,
"509 Painters Run Road Pittsburgh, PA ",39.78373,-100.445882,
"415 Craig Street Pittsburgh, PA ",39.78373,-100.445882,
"411 Wood Street Pittsburgh, PA ",40.4398,-80.001345,Downtown
"3418 Penn  Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"8970 Covenant Avenue Pittsburgh, PA ",39.78373,-100.445882,
"6520 Wilkins  Avenue Pittsburgh, PA ",40.444699,-79.929174,Squirrel Hill North
"1500 Washington  Road Pittsburgh, PA ",39.78373,-100.445882,
"644 Center Avenue Pittsburgh, PA ",40.395719,-79.839108,
"2795 Clairton Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"4898 Campbells Run Road Pittsburgh, PA ",39.78373,-100.445882,
"517 Greenfield Avenue Pittsburgh, PA ",40.424902,-79.952426,Greenfield
"4900 Steubenville Pike Pittsburgh, PA ",40.44048,-80.080523,Fairywood
"2176 Webster Avenue Pittsburgh, PA ",40.454605,-79.962384,Upper Hill
"2108 Murray  Avenue Pittsburgh, PA ",40.432294,-79.923158,Squirrel Hill South
"564 Lincoln Avenue Pittsburgh, PA ",40.464496,-79.899624,Homewood West
"102 Bakery Square Boulevard Pittsburgh, PA ",40.456031,-79.915511,Larimer
"7600 Forbes Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"303 Beverly  Road Pittsburgh, PA ",39.78373,-100.445882,
"3053 Brighton Road Pittsburgh, PA ",40.473562,-80.028923,Marshall-Shadeland
"2102 Broadway  Avenue Pittsburgh, PA ",40.411092,-80.024311,Beechview
"1926 Spring Garden Avenue Pittsburgh, PA ",40.471458,-79.986306,Spring Garden
"123 7th Street Pittsburgh, PA ",40.444037,-80.000386,Downtown
"5100 Campbells Run  Road Pittsburgh, PA ",39.78373,-100.445882,
"3473 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"190 Castle Shannon  Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"230 15th Street Pittsburgh, PA ",40.448372,-79.989002,Strip District
"2023 Noble  Street Pittsburgh, PA ",40.45426,-79.936463,Shadyside
"1130 Perry  Highway Pittsburgh, PA ",40.49831,-80.020311,Perry North
"123 Highland  Avenue Pittsburgh, PA ",39.78373,-100.445882,
"600 Clay  Street Pittsburgh, PA ",39.78373,-100.445882,
"3800 Forbes  Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"300 Rodi Road Pittsburgh, PA ",39.78373,-100.445882,
"5432 Walnut  Street Pittsburgh, PA ",40.451842,-79.931651,Shadyside
"449 Atwood Street Pittsburgh, PA ",40.439704,-79.955905,Central Oakland
"2351 Noblestown  Road Pittsburgh, PA ",40.438218,-80.044528,Westwood
"2396 Golden Mile Highway Pittsburgh, PA ",39.78373,-100.445882,
"1000 Sutherland Drive Pittsburgh, PA ",40.446249,-79.962291,Terrace Village
"328 Atwood Street Pittsburgh, PA ",40.439087,-79.955312,Central Oakland
"100 J Boyce Park Drive Pittsburgh, PA ",39.78373,-100.445882,
"1530 Hamilton  Road Pittsburgh, PA ",40.380524,-79.911682,Lincoln Place
"4849 McKnight Road Pittsburgh, PA ",40.496065,-80.012221,Summer Hill
"2760 Saw Mill Run Blvd Pittsburgh, PA ",40.378268,-79.990874,Overbrook
"180 Gamma  Drive Pittsburgh, PA ",39.78373,-100.445882,
"701 Providence  Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"280 Morewood Avenue Pittsburgh, PA ",40.446003,-79.942254,Shadyside
"1137 Freeport Rd Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
"118 23rd Street Pittsburgh, PA ",40.453499,-79.98229,Strip District
"301 Grant  Street Pittsburgh, PA ",40.438207,-79.99872,Downtown
"3160 Library  Road Pittsburgh, PA ",40.3787,-80.002225,Overbrook
"3601 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"3619 California Ave Pittsburgh, PA ",40.462902,-80.031429,Marshall-Shadeland
"181 Robinson  Street Pittsburgh, PA ",40.443048,-79.965872,West Oakland
"48 Greenway Drive Pittsburgh, PA ",40.446841,-80.060064,Crafton Heights
"2961 West Liberty Avenue Pittsburgh, PA ",40.413791,-80.009759,Beltzhoover
"1315 5th  Avenue Pittsburgh, PA ",40.454898,-79.911439,Larimer
"436 7th Avenue Pittsburgh, PA ",40.441872,-79.994196,Downtown
"4131 Brownsville Road Pittsburgh, PA ",40.386932,-79.982947,Carrick
"670 Washington Road Pittsburgh, PA ",39.78373,-100.445882,
"1701 McFarland Road Pittsburgh, PA ",39.78373,-100.445882,
"1810 Dormont Avenue Pittsburgh, PA ",40.399367,-80.044691,Banksville
"1778 Highland Road Pittsburgh, PA ",39.78373,-100.445882,
"4860 McKnight Road Pittsburgh, PA ",40.496065,-80.012221,Summer Hill
"3147 Banksville Road Pittsburgh, PA ",40.407271,-80.033854,Banksville
"5239 Brownsville Road Pittsburgh, PA ",40.386932,-79.982947,Carrick
"6015 Penn Avenue Pittsburgh, PA ",40.461375,-79.924013,East Liberty
"3608 5th  Avenue Pittsburgh, PA ",40.454898,-79.911439,Larimer
"338 Bouquet  Street Pittsburgh, PA ",39.78373,-100.445882,
"1417 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"128 Oakland  Avenue Pittsburgh, PA ",40.438264,-79.952901,Central Oakland
"329 Mt Lebanon Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"329 Mt. Lebanon Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"985 Providence Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"7451 McKnight Road Pittsburgh, PA ",40.496065,-80.012221,Summer Hill
"461 Clairton Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"101 Panther Hollow Road Pittsburgh, PA ",40.438339,-79.946494,Squirrel Hill South
"5202 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"6535 Saltsburg Rd Pittsburgh, PA ",39.78373,-100.445882,
"6520 Saltsburg  Road Pittsburgh, PA ",39.78373,-100.445882,
"955 Liberty Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"1621 Braddock  Avenue Pittsburgh, PA ",40.427226,-79.890789,Swisshelm Park
"117 Oakland Avenue Pittsburgh, PA ",40.441885,-79.957167,Central Oakland
"5384 Mifflin  Road Pittsburgh, PA ",40.381374,-79.927669,New Homestead
"5308 Liberty  Avenue Pittsburgh, PA ",40.455983,-79.939643,Shadyside
"1530 Hamilton Road Pittsburgh, PA ",40.380524,-79.911682,Lincoln Place
"4022 5th  Avenue Pittsburgh, PA ",40.454898,-79.911439,Larimer
"4016 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"2805 Freeport Rd Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
"2957 Banksville Road Pittsburgh, PA ",40.407271,-80.033854,Banksville
"1600 Smallman  Street Pittsburgh, PA ",40.449673,-79.98788,Strip District
"6296 Steubenville  Pike Pittsburgh, PA ",40.44048,-80.080523,Fairywood
"1660 Cochran Road Pittsburgh, PA ",39.78373,-100.445882,
"116 Peebles Street Pittsburgh, PA ",40.440525,-79.894505,Regent Square
"232 Highland Avenue Pittsburgh, PA ",39.78373,-100.445882,
"214 Craig Street Pittsburgh, PA ",39.78373,-100.445882,
"5335 Baum  Boulevard Pittsburgh, PA ",40.454057,-79.949853,North Oakland
"1113 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"139 7th Street Pittsburgh, PA ",40.443579,-80.000143,Downtown
"4121 Butler  Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"4635 Butler  Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"605 Thompson Run Road Pittsburgh, PA ",39.78373,-100.445882,
"1250 Banksville Road Pittsburgh, PA ",40.417288,-80.030188,Banksville
"4200 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"2056 Broadway  Avenue Pittsburgh, PA ",40.405261,-80.030186,Beechview
"19 Foster Avenue Pittsburgh, PA ",39.78373,-100.445882,
"501 Lincoln Avenue Pittsburgh, PA ",40.464496,-79.899624,Homewood West
"501 Lincoln  Avenue Pittsburgh, PA ",40.464496,-79.899624,Homewood West
"500 Ross Street Pittsburgh, PA ",40.439577,-79.994611,Downtown
"5105 5th Ave Pittsburgh, PA ",40.454898,-79.911439,Larimer
"591 Clairton  Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"419 Lincoln Avenue Pittsburgh, PA ",40.464496,-79.899624,Homewood West
"1412 Potomac  Avenue Pittsburgh, PA ",40.403336,-80.040739,Banksville
"660 Washington Road Pittsburgh, PA ",39.78373,-100.445882,
"100 5th  Avenue Pittsburgh, PA ",40.455839,-79.910449,Larimer
"428 Clairton Blvd Pittsburgh, PA ",39.78373,-100.445882,
"3049 Sussex Avenue Pittsburgh, PA ",40.389796,-80.016989,Brookline
"1218 Euclid Avenue Pittsburgh, PA ",39.78373,-100.445882,
"292 Forbes Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"3611 Library  Road Pittsburgh, PA ",40.3787,-80.002225,Overbrook
"424 Semple  Street Pittsburgh, PA ",40.436121,-79.952286,Central Oakland
"300 Industry Drive Pittsburgh, PA ",39.78373,-100.445882,
"2021 Wharton Street Pittsburgh, PA ",40.43102,-79.976663,South Side Flats
"202 Shiloh  Street Pittsburgh, PA ",40.42884,-80.007271,Mount Washington
"202 Shiloh Street Pittsburgh, PA ",40.42884,-80.007271,Mount Washington
"5525 Walnut Street Pittsburgh, PA ",40.451842,-79.931651,Shadyside
"438 Market Street Pittsburgh, PA ",40.437897,-80.004426,Downtown
"200 10th Street Pittsburgh, PA ",40.444053,-79.995446,Downtown
"5430 Centre Avenue Pittsburgh, PA ",40.45605,-79.937433,Friendship
"2700 Shadeland Avenue Pittsburgh, PA ",40.47625,-80.032824,Marshall-Shadeland
"418 Semple  Street Pittsburgh, PA ",40.436121,-79.952286,Central Oakland
"481 Lincoln Street Pittsburgh, PA ",39.78373,-100.445882,
"4846 Mcknight  Road Pittsburgh, PA ",40.496065,-80.012221,Summer Hill
"1107 Brownsville Road Pittsburgh, PA ",40.386932,-79.982947,Carrick
"4129 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"1000 Canal Street Pittsburgh, PA ",39.78373,-100.445882,
"4407 Butler  Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"202 38th Street Pittsburgh, PA ",40.468132,-79.96585,
"4104 Penn  Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"8650 Duncan Avenue Pittsburgh, PA ",39.78373,-100.445882,
"11555 Frankstown  Road Pittsburgh, PA ",40.459808,-79.873891,East Hills
"200 Highland Avenue Pittsburgh, PA ",39.78373,-100.445882,
"4905 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"1027 Freeport Road Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
"126 Highland Avenue Pittsburgh, PA ",39.78373,-100.445882,
"1230 Grove  Road Pittsburgh, PA ",39.78373,-100.445882,
"3055 Brereton Avenue Pittsburgh, PA ",39.78373,-100.445882,
"851 Providence Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"410 Semple Street Pittsburgh, PA ",40.436121,-79.952286,Central Oakland
"705 Brushton Avenue Pittsburgh, PA ",40.447507,-79.892997,Point Breeze North
"902 Brookline Boulevard Pittsburgh, PA ",40.393799,-80.020051,Brookline
"4502 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"4766 McKnight Road Pittsburgh, PA ",40.496065,-80.012221,Summer Hill
"741 5th Avenue Pittsburgh, PA ",40.454898,-79.911439,Larimer
"208 Brownsville Road Pittsburgh, PA ",40.386932,-79.982947,Carrick
"6296 Northway  Drive Pittsburgh, PA ",39.78373,-100.445882,
"3600 Forbes Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"5400 Butler  Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
