Address,Latitude,Longitude,Neighborhood
"4400 5th  Avenue Pittsburgh, PA ",40.446088,-79.951057,North Oakland
"175 Blazier Dr Pittsburgh, PA ",39.78373,-100.445882,
"1413 Potomac Avenue Pittsburgh, PA ",40.403336,-80.040739,Banksville
"583 Clairton Blvd Pittsburgh, PA ",39.78373,-100.445882,
"393 North Shore  Drive Pittsburgh, PA ",40.445077,-80.014499,North Shore
"700 Unity Center Rd Pittsburgh, PA ",39.78373,-100.445882,
"5121 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"233 Atwood St Pittsburgh, PA ",40.439704,-79.955905,Central Oakland
"2730 Liberty  Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"405 Freeport Road Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
"219 Shiloh Street Pittsburgh, PA ",40.430095,-80.007239,Mount Washington
"703 Liberty Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"3619 Forbes  Avenue Pittsburgh, PA ",40.441053,-79.95796,Central Oakland
"134 Fort Couch  Road Pittsburgh, PA ",39.78373,-100.445882,
"526 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"28 Market  Square Pittsburgh, PA ",40.440733,-80.002558,Downtown
"1002 Perry Highway Pittsburgh, PA ",40.49831,-80.020311,Perry North
"528 E Ohio  Street Pittsburgh, PA ",40.454285,-79.996321,East Allegheny
"4917 Penn Ave Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"344 Union Avenue Pittsburgh, PA ",40.453737,-80.00284,Allegheny Center
"105 Pennoak Drive Pittsburgh, PA ",39.78373,-100.445882,
"918 Main St Pittsburgh, PA ",40.46458,-79.953733,Central Lawrenceville
"2122 Carson  Street Pittsburgh, PA ",39.78373,-100.445882,
"200 Robinson Center Drive Pittsburgh, PA ",39.78373,-100.445882,
"624 Brownsville Rd Pittsburgh, PA ",40.386932,-79.982947,Carrick
"1712 Murray  Avenue Pittsburgh, PA ",40.432294,-79.923158,Squirrel Hill South
"400 North Shore Drive Pittsburgh, PA ",40.445077,-80.014499,North Shore
"3225 Babcock Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"200 Beta Drive Pittsburgh, PA ",39.78373,-100.445882,
"5857 Ellsworth Avenue Pittsburgh, PA ",40.457632,-79.929177,Shadyside
"5 Market  Square Pittsburgh, PA ",40.440733,-80.002558,Downtown
"1505 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"400 Semple Street Pittsburgh, PA ",40.436869,-79.954847,Central Oakland
"2506 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"2249 Noblestown  Road Pittsburgh, PA ",40.438218,-80.044528,Westwood
"1000 Ardmore Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"5996 Centre  Avenue Pittsburgh, PA ",40.46015,-79.924354,East Liberty
"734 Brookline Boulevard Pittsburgh, PA ",40.393799,-80.020051,Brookline
"2650 California Pittsburgh, PA ",40.462013,-80.024776,California-Kirkbride
"512 Perry Highway Pittsburgh, PA ",40.49831,-80.020311,Perry North
"2401 Noblestown Rd Pittsburgh, PA ",40.438218,-80.044528,Westwood
"415 Ohio Street Pittsburgh, PA ",39.78373,-100.445882,
"1469 Bower Hill Road Pittsburgh, PA ",39.78373,-100.445882,
"6011 Campbells Run Rd Pittsburgh, PA ",39.78373,-100.445882,
"6011 Campbells Run Road Pittsburgh, PA ",39.78373,-100.445882,
"1510 E Carson St Pittsburgh, PA ",40.428678,-79.983036,South Side Flats
"1501 E Carson St Pittsburgh, PA ",40.429012,-79.983276,South Side Flats
"207 21st Street Pittsburgh, PA ",40.453041,-79.984735,Strip District
"301 5th Avenue Pittsburgh, PA ",40.454898,-79.911439,Larimer
"200 Federal Street Pittsburgh, PA ",40.449763,-80.004709,Allegheny Center
"2350 Railroad Street Pittsburgh, PA ",40.457253,-79.978631,Strip District
"2117 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"563 Greenfield  Avenue Pittsburgh, PA ",40.424902,-79.952426,Greenfield
"2506 West Liberty Avenue Pittsburgh, PA ",40.413791,-80.009759,Beltzhoover
"1000 Omega Drive Pittsburgh, PA ",39.78373,-100.445882,
"344 Rodi  Road Pittsburgh, PA ",39.78373,-100.445882,
"129 6th Street Pittsburgh, PA ",40.443342,-80.00218,Downtown
"2311 Babcock Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"1002 Sutherland Drive Pittsburgh, PA ",40.446249,-79.962291,Terrace Village
"600 Commonwealth Place Pittsburgh, PA ",40.441665,-80.006422,Downtown
"373 Vanadium Road Pittsburgh, PA ",39.78373,-100.445882,
"1910 Cochran Road Pittsburgh, PA ",39.78373,-100.445882,
"1 Schenley  Drive Pittsburgh, PA ",40.442278,-79.952243,Central Oakland
"3239 West Liberty  Avenue Pittsburgh, PA ",40.413791,-80.009759,Beltzhoover
"3145 Banksville Road Pittsburgh, PA ",40.407271,-80.033854,Banksville
"4 North Avenue Pittsburgh, PA ",39.78373,-100.445882,
"215 North Avenue Pittsburgh, PA ",39.78373,-100.445882,
"2717 Sarah  Street Pittsburgh, PA ",40.427974,-79.98855,South Side Flats
"55 11th Street Pittsburgh, PA ",40.444551,-79.993629,Downtown
"6525 Hamilton Avenue Pittsburgh, PA ",40.454121,-79.895196,Homewood South
"4800 Baum Boulevard Pittsburgh, PA ",40.454233,-79.94742,Bloomfield
"3033 Banksville Road Pittsburgh, PA ",40.407271,-80.033854,Banksville
"777 Casino Drive Pittsburgh, PA ",40.447406,-80.022482,Chateau
"520 3rd  Avenue Pittsburgh, PA ",39.78373,-100.445882,
"3889 Brighton  Road Pittsburgh, PA ",40.455736,-80.01522,Central Northside
"2705 Water  Street Pittsburgh, PA ",39.78373,-100.445882,
"4100 Library  Road Pittsburgh, PA ",40.3787,-80.002225,Overbrook
"1 Robinson Plaza Pittsburgh, PA ",39.78373,-100.445882,
"5430 Centre  Avenue Pittsburgh, PA ",40.45605,-79.937433,Friendship
"1800 Golden Mile  Highway Pittsburgh, PA ",39.78373,-100.445882,
"856 Western Avenue Pittsburgh, PA ",40.452142,-80.016231,Allegheny West
"983 Freeport Road Pittsburgh, PA ",40.488063,-79.886557,Lincoln-Lemington-Belmar
"310 McHolme Drive Pittsburgh, PA ",39.78373,-100.445882,
"5808 Bryant Street Pittsburgh, PA ",40.477242,-79.923749,Highland Park
"100 Test St Pittsburgh, PA ",39.78373,-100.445882,
"123 University  Place Pittsburgh, PA ",40.444466,-79.956533,North Oakland
"123 University Place Pittsburgh, PA ",40.444466,-79.956533,North Oakland
"718 Lorenz Avenue Pittsburgh, PA ",40.44507,-80.039008,Elliott
"2021 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"7543 Roslyn  Street Pittsburgh, PA ",39.78373,-100.445882,
"226 Shady  Avenue Pittsburgh, PA ",40.458788,-79.922277,Shadyside
"4208 Forbes  Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"4861 McKnight Road Pittsburgh, PA ",40.496065,-80.012221,Summer Hill
"415 S 27th St Pittsburgh, PA ",40.428173,-79.965371,South Side Flats
"301 Freeport  Road Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
"4421 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"225 W Station Square Drive Pittsburgh, PA ",40.433681,-80.00486,South Shore
"777 Casino Dr Pittsburgh, PA ",40.447406,-80.022482,Chateau
"51 Crennell Ave Pittsburgh, PA ",39.78373,-100.445882,
"6800 Frankstown  Avenue Pittsburgh, PA ",40.456927,-79.87791,East Hills
"1811 Golden Mile Hwy Pittsburgh, PA ",39.78373,-100.445882,
"509 Clairton Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"2953 West Liberty Avenue Pittsburgh, PA ",40.413791,-80.009759,Beltzhoover
"7600 Braddock  Avenue Pittsburgh, PA ",40.427226,-79.890789,Swisshelm Park
"6545 Saltsburg Road Pittsburgh, PA ",39.78373,-100.445882,
"6001 Penn Ave Pittsburgh, PA ",40.461649,-79.92455,East Liberty
"1545 King James Drive Pittsburgh, PA ",39.78373,-100.445882,
"4305 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"140 Andrew Drive Pittsburgh, PA ",39.78373,-100.445882,
"1337 Old Freeport Road Pittsburgh, PA ",39.78373,-100.445882,
"2500 S 18th St Pittsburgh, PA ",40.418794,-79.986358,South Side Slopes
"4901 Hatfield  Street Pittsburgh, PA ",40.475545,-79.960197,Central Lawrenceville
"661 Andersen Drive / 7 Foster Plaza Pittsburgh, PA ",39.78373,-100.445882,
"1620 Washington Road Pittsburgh, PA ",39.78373,-100.445882,
"2749 Noblestown Road Pittsburgh, PA ",40.438218,-80.044528,Westwood
"2771 E Carson St Pittsburgh, PA ",40.427444,-79.968377,South Side Flats
"706 Brookline Boulevard Pittsburgh, PA ",40.393799,-80.020051,Brookline
"649 California Ave Pittsburgh, PA ",40.462902,-80.031429,Marshall-Shadeland
"336 4th Avenue Pittsburgh, PA ",39.78373,-100.445882,
"516 Brownsville Rd Pittsburgh, PA ",40.386932,-79.982947,Carrick
"3623 Butler St Pittsburgh, PA ",40.46604,-79.964974,
"5889 Forbes  Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"2121 Murray Avenue Pittsburgh, PA ",40.4331,-79.922896,Squirrel Hill South
"6585 Penn  Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"3605 Forbes Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"71 Clairton Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"1600 Settlers Ridge Center Drive Pittsburgh, PA ",39.78373,-100.445882,
"6408 Steubenville Pike Pittsburgh, PA ",40.44048,-80.080523,Fairywood
"111 Market  Street Pittsburgh, PA ",40.438916,-80.003938,Downtown
"3720 Butler  Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"994 Perry Highway Pittsburgh, PA ",40.49831,-80.020311,Perry North
"2883 West Liberty Avenue Pittsburgh, PA ",40.413791,-80.009759,Beltzhoover
"5996 Centre Avenue Pittsburgh, PA ",40.46015,-79.924354,East Liberty
"1511 Center Avenue Pittsburgh, PA ",40.395719,-79.839108,
"4815 Centre Avenue Pittsburgh, PA ",40.453548,-79.946915,Bloomfield
"186 Castle Shannon Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"500 Providence Point Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"3000 Park Lane Drive Pittsburgh, PA ",39.78373,-100.445882,
"2000 Park Lane Drive Pittsburgh, PA ",39.78373,-100.445882,
"2537 Wylie Avenue Pittsburgh, PA ",40.44592,-79.976839,Middle Hill
"4028 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"5839 Forbes Ave Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"101 Rochester Road Pittsburgh, PA ",39.78373,-100.445882,
"1442 Lowrie Street Pittsburgh, PA ",40.46249,-79.98349,Troy Hill
"3047 West Liberty  Avenue Pittsburgh, PA ",40.413791,-80.009759,Beltzhoover
"123 6th Street Pittsburgh, PA ",40.44342,-80.002216,Downtown
"4801 McKnight Rd Pittsburgh, PA ",40.496065,-80.012221,Summer Hill
"506 Liberty Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"520 Ohio Street Pittsburgh, PA ",39.78373,-100.445882,
"264 Mt Nebo Pointe Drive Pittsburgh, PA ",39.78373,-100.445882,
"1001 5th Avenue Pittsburgh, PA ",40.454898,-79.911439,Larimer
"2120 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"1230 Settlers Ridge Center Drive Pittsburgh, PA ",39.78373,-100.445882,
"137 6th Street Pittsburgh, PA ",40.442802,-80.002193,Downtown
"800 West View Park Drive Pittsburgh, PA ",39.78373,-100.445882,
"7319 McKnight Road Pittsburgh, PA ",40.496065,-80.012221,Summer Hill
"242 Highland Avenue Pittsburgh, PA ",39.78373,-100.445882,
"34 Crafton Avenue Pittsburgh, PA ",39.78373,-100.445882,
"300 Shiloh Street Pittsburgh, PA ",40.429345,-80.007447,Mount Washington
"1040 Settlers Ridge Center Drive Pittsburgh, PA ",39.78373,-100.445882,
"5335 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"337 North Shore  Drive Pittsburgh, PA ",40.445077,-80.014499,North Shore
"200 Lothrop Street Pittsburgh, PA ",40.441721,-79.959495,West Oakland
"1001 5th  Avenue Pittsburgh, PA ",40.454898,-79.911439,Larimer
"5301 Grove  Road Pittsburgh, PA ",39.78373,-100.445882,
"401 Holiday Drive Pittsburgh, PA ",40.421626,-80.058798,Oakwood
"15 DeWalt St Pittsburgh, PA ",39.78373,-100.445882,
"1322 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"3122 Chartiers Avenue Pittsburgh, PA ",40.458192,-80.070787,Chartiers City
"4902 Forbes  Ave / Gates Ctr / 3rd Fl Pittsburgh, PA ",39.78373,-100.445882,
"4656 Browns Hill Road Pittsburgh, PA ",40.41501,-79.923377,Squirrel Hill South
"11618 Penn Hills Drive Pittsburgh, PA ",39.78373,-100.445882,
"2020 Murray Avenue Pittsburgh, PA ",40.434135,-79.923075,Squirrel Hill South
"414 Craig Street Pittsburgh, PA ",39.78373,-100.445882,
"360 Curry Hollow Road Pittsburgh, PA ",39.78373,-100.445882,
"2193 Babcock Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"1451 Potomac  Avenue Pittsburgh, PA ",40.403336,-80.040739,Banksville
"2100 Wharton  Street Pittsburgh, PA ",40.430085,-79.975386,South Side Flats
"907 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"222 Renton Pittsburgh, PA ",39.78373,-100.445882,
"1150 Brookline Boulevard Pittsburgh, PA ",40.393799,-80.020051,Brookline
"4709 Centre Avenue Pittsburgh, PA ",40.452816,-79.949326,North Oakland
"6018 Centre Avenue Pittsburgh, PA ",40.459966,-79.924176,East Liberty
"315 Mt Lebanon Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"12911 Frankstown  Road Pittsburgh, PA ",40.459808,-79.873891,East Hills
"5901 Bryant Street Pittsburgh, PA ",40.475768,-79.91965,Highland Park
"100 Commons / Allegheny Center Mall #135 Pittsburgh, PA ",39.78373,-100.445882,
"5827 Forbes  Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"239 Atwood  Street Pittsburgh, PA ",40.439704,-79.955905,Central Oakland
"1775 Highland Road Pittsburgh, PA ",39.78373,-100.445882,
"932 Freeport Road Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
"300 McHolme Drive Pittsburgh, PA ",39.78373,-100.445882,
"1049 Pennsbury Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"1200 Old Freeport Road Pittsburgh, PA ",39.78373,-100.445882,
"5107 Penn  Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"800 Settlers Ridge Center Drive Pittsburgh, PA ",39.78373,-100.445882,
"2018 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"144 6th Street Pittsburgh, PA ",40.442802,-80.002193,Downtown
"6425 Penn Ave 6th Fl Pittsburgh, PA ",39.78373,-100.445882,
"610 Lincoln Avenue Pittsburgh, PA ",40.464496,-79.899624,Homewood West
"919 Brookline  Boulevard Pittsburgh, PA ",40.393799,-80.020051,Brookline
"1227 Monterey  Street Pittsburgh, PA ",40.456625,-80.013348,Central Northside
"2201 Murray  Avenue Pittsburgh, PA ",40.432702,-79.922946,Squirrel Hill South
"601 Grant Street Pittsburgh, PA ",40.436216,-79.99905,Downtown
"1900 Woodville Avenue Pittsburgh, PA ",40.432263,-80.029856,West End
"902 Wood St Pittsburgh, PA ",40.437451,-80.002604,Downtown
"7343 Saltsburg Rd Pittsburgh, PA ",39.78373,-100.445882,
"3469 Wm Penn  Highway Pittsburgh, PA ",39.78373,-100.445882,
"7507 Kelly Street Pittsburgh, PA ",40.455541,-79.896984,Homewood South
"146 Three Degree Road Pittsburgh, PA ",39.78373,-100.445882,
"1027 5th Avenue Pittsburgh, PA ",40.454898,-79.911439,Larimer
"1000 Ross Park Mall  Drive Pittsburgh, PA ",39.78373,-100.445882,
"301 South Hills Village - FC2 Pittsburgh, PA ",39.78373,-100.445882,
"2623 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"616 North Avenue Pittsburgh, PA ",39.78373,-100.445882,
"5811 Ellsworth Avenue Pittsburgh, PA ",40.459107,-79.923497,Shadyside
"1 Amanda Avenue Pittsburgh, PA ",40.402265,-79.988479,Carrick
"5523 Walnut Street Pittsburgh, PA ",40.451842,-79.931651,Shadyside
"1502 E Carson St Pittsburgh, PA ",40.427444,-79.968377,South Side Flats
"4230 Forbes  Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"1412 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"3 PPG Place Pittsburgh, PA ",39.78373,-100.445882,
"501 Greenfield Avenue Pittsburgh, PA ",40.424902,-79.952426,Greenfield
"4910 Baum Boulevard Pittsburgh, PA ",40.454057,-79.949853,North Oakland
"540 Weyman Road Pittsburgh, PA ",39.78373,-100.445882,
"1728 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"210 McHolme Drive Pittsburgh, PA ",39.78373,-100.445882,
"40 Foster Avenue Pittsburgh, PA ",39.78373,-100.445882,
"618 Brookline Boulevard Pittsburgh, PA ",40.393799,-80.020051,Brookline
"1707 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"5529 Walnut Street Pittsburgh, PA ",40.451842,-79.931651,Shadyside
"235 Commercial Avenue Pittsburgh, PA ",39.78373,-100.445882,
"3805 Forbes Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"476 McMasters Way Pittsburgh, PA ",40.440874,-80.001905,Downtown
"666 Washington Road Pittsburgh, PA ",39.78373,-100.445882,
"412 Greentree Road Pittsburgh, PA ",40.435363,-80.033893,West End
"51 Walsh Road Pittsburgh, PA ",39.78373,-100.445882,
"5801 Bryant  Street Pittsburgh, PA ",40.476166,-79.920538,Highland Park
"3286 Babcock Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"310 Grant Street Pittsburgh, PA ",40.437649,-79.997542,Downtown
"7277 Saltsburg Road Pittsburgh, PA ",39.78373,-100.445882,
"1501 Preble Avenue Pittsburgh, PA ",40.454518,-80.032413,Chateau
"3805 Willow Avenue Pittsburgh, PA ",39.78373,-100.445882,
"3450 Wm Penn  Highway Pittsburgh, PA ",39.78373,-100.445882,
"1070 Banksville Avenue Pittsburgh, PA ",40.401996,-80.042745,Banksville
"4401 Penn Avenue Pittsburgh, PA ",40.466059,-79.954015,Bloomfield
"2119 Murray Avenue Pittsburgh, PA ",40.433188,-79.92289,Squirrel Hill South
"637 Hillsboro Street Pittsburgh, PA ",40.451968,-80.059077,Sheraden
"1883 Painters Run Road Pittsburgh, PA ",39.78373,-100.445882,
"1690 Cochran Road Pittsburgh, PA ",39.78373,-100.445882,
"2796 Robinson Boulevard Pittsburgh, PA ",40.452914,-79.866053,East Hills
"1409 Potomac Avenue Pittsburgh, PA ",40.403336,-80.040739,Banksville
"115 Federal  Street Pittsburgh, PA ",40.449763,-80.004709,Allegheny Center
"6231 Penn  Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"2104 Ardmore Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"732 Filbert Street Pittsburgh, PA ",40.451636,-79.933191,Shadyside
"7246 Kelly Street Pittsburgh, PA ",40.455541,-79.896984,Homewood South
"616 Lincoln Avenue Pittsburgh, PA ",40.464496,-79.899624,Homewood West
"4500 5th Avenue Pittsburgh, PA ",40.454898,-79.911439,Larimer
"301 Craig Street Pittsburgh, PA ",39.78373,-100.445882,
"9036 St Simon Way Pittsburgh, PA ",39.78373,-100.445882,
"9036 St. Simon Way Pittsburgh, PA ",39.78373,-100.445882,
"211 Commercial  Avenue Pittsburgh, PA ",39.78373,-100.445882,
"849 Freeport  Road Pittsburgh, PA ",40.487045,-79.891802,Lincoln-Lemington-Belmar
"415 Home Drive Pittsburgh, PA ",39.78373,-100.445882,
"1926 Spring Garden  Avenue Pittsburgh, PA ",40.471458,-79.986306,Spring Garden
"860 Saw Mill Run  Boulevard Pittsburgh, PA ",40.427223,-80.023492,Duquesne Heights
"130 7th Street Pittsburgh, PA ",40.444747,-80.000917,Downtown
"3907 Forbes Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"139 Howard Street Pittsburgh, PA ",40.459633,-80.000045,East Allegheny
"3801 Brighton  Road Pittsburgh, PA ",40.484482,-80.036139,Brighton Heights
"1950 Settlers Ridge Center Drive Pittsburgh, PA ",39.78373,-100.445882,
"4219 Murray Avenue Pittsburgh, PA ",40.432294,-79.923158,Squirrel Hill South
"100 24th Street Pittsburgh, PA ",40.454064,-79.981471,Strip District
"123 Shiloh  Street Pittsburgh, PA ",40.42884,-80.007271,Mount Washington
"2106 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"1501 Ingomar Road Pittsburgh, PA ",39.78373,-100.445882,
"1 Waterfront  Plaza Pittsburgh, PA ",39.78373,-100.445882,
"5 Station Square Drive Pittsburgh, PA ",40.434957,-80.00761,South Shore
"228 Semple  Street Pittsburgh, PA ",40.436121,-79.952286,Central Oakland
"5741 Ellsworth Avenue Pittsburgh, PA ",40.459107,-79.923497,Shadyside
"11 Stanwix  Street Pittsburgh, PA ",40.439019,-80.006285,Downtown
"221 Forbes Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"5505 Walnut Street Pittsburgh, PA ",40.451842,-79.931651,Shadyside
"1831 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"5100 Corporate Drive Pittsburgh, PA ",39.78373,-100.445882,
"50 Freeport  Road Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
"300 Liberty Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"5860 Forbes Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"5467 Penn Avenue Pittsburgh, PA ",40.464602,-79.933166,Friendship
"1906 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"2104 Carson Pittsburgh, PA ",40.447944,-80.000387,Downtown
"441 McNeilly Road Pittsburgh, PA ",40.377898,-80.003803,Overbrook
"213 Commercial Avenue Pittsburgh, PA ",39.78373,-100.445882,
"4635 Centre Avenue Pittsburgh, PA ",40.46015,-79.924354,East Liberty
"3138 Dobson Street Pittsburgh, PA ",40.457541,-79.965858,
"109 Capital Avenue Pittsburgh, PA ",40.403528,-80.018054,Brookline
"5439 Babcock  Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"428 27th Street Pittsburgh, PA ",40.456579,-79.977827,Strip District
"1108 Federal Street Pittsburgh, PA ",40.449763,-80.004709,Allegheny Center
"4701 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"510 Market Street Pittsburgh, PA ",40.441482,-80.001808,Downtown
"1711 Murray Avenue Pittsburgh, PA ",40.437571,-79.922804,Squirrel Hill South
"675 Washington Road Pittsburgh, PA ",39.78373,-100.445882,
"135 Highland Avenue Pittsburgh, PA ",39.78373,-100.445882,
"1141 Freeport Road Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
